leaid11,STNAM,ALL_COHORT_1112,ALL_RATE_1112,GreaterThan90
4207230,PENNSYLVANIA,489,94,1
4207290,PENNSYLVANIA,300,89,0
4207320,PENNSYLVANIA,196,92,1
4207530,PENNSYLVANIA,432,94,1
4207540,PENNSYLVANIA,151,92,1
4207560,PENNSYLVANIA,176,92,1
4207590,PENNSYLVANIA,264,97,1
4207650,PENNSYLVANIA,223,95,1
4207680,PENNSYLVANIA,231,90,1
4207710,PENNSYLVANIA,872,95,1
4207830,PENNSYLVANIA,311,86,0
4207980,PENNSYLVANIA,124,92,1
4208060,PENNSYLVANIA,174,77,0
4208280,PENNSYLVANIA,58,90,1
4208460,PENNSYLVANIA,179,92,1
4208490,PENNSYLVANIA,142,92,1
4208550,PENNSYLVANIA,636,91,1
4208580,PENNSYLVANIA,209,90,1
4208670,PENNSYLVANIA,714,79,0
4208790,PENNSYLVANIA,196,92,1
4208820,PENNSYLVANIA,287,94,1
4208850,PENNSYLVANIA,696,89,0
4209090,PENNSYLVANIA,227,92,1
4209120,PENNSYLVANIA,316,93,1
4209150,PENNSYLVANIA,83,92,1
4209240,PENNSYLVANIA,123,92,1
4209270,PENNSYLVANIA,316,91,1
4209300,PENNSYLVANIA,967,78,0
4209360,PENNSYLVANIA,121,87,0
4209480,PENNSYLVANIA,334,95,1
4209540,PENNSYLVANIA,97,92,1
4209570,PENNSYLVANIA,158,92,1
4209600,PENNSYLVANIA,129,92,1
4209660,PENNSYLVANIA,55,90,1
4209690,PENNSYLVANIA,86,67,0
4209750,PENNSYLVANIA,68,92,1
4209780,PENNSYLVANIA,210,92,1
4209870,PENNSYLVANIA,39,84.5,0
4209930,PENNSYLVANIA,67,95,1
4209940,PENNSYLVANIA,179,95,1
4209960,PENNSYLVANIA,95,87,0
4209990,PENNSYLVANIA,190,92,1
4210070,PENNSYLVANIA,375,96,1
4210110,PENNSYLVANIA,165,82,0
4210115,PENNSYLVANIA,90,92,1
4210200,PENNSYLVANIA,165,92,1
4210230,PENNSYLVANIA,311,97,1
4210350,PENNSYLVANIA,87,87,0
4210380,PENNSYLVANIA,131,92,1
4210440,PENNSYLVANIA,141,95,1
4210530,PENNSYLVANIA,20,80,0
4210590,PENNSYLVANIA,365,99,1
4210620,PENNSYLVANIA,358,93,1
4210650,PENNSYLVANIA,170,95,1
4210710,PENNSYLVANIA,241,91,1
4210740,PENNSYLVANIA,149,87,0
4210830,PENNSYLVANIA,60,90,1
4210860,PENNSYLVANIA,325,88,0
4210870,PENNSYLVANIA,305,99,1
4210920,PENNSYLVANIA,251,90,1
4210950,PENNSYLVANIA,267,82,0
4210980,PENNSYLVANIA,363,97,1
4211010,PENNSYLVANIA,204,90,1
4211160,PENNSYLVANIA,129,92,1
4211190,PENNSYLVANIA,56,90,1
4211220,PENNSYLVANIA,192,87,0
4211310,PENNSYLVANIA,97,87,0
4211340,PENNSYLVANIA,205,89,0
4211400,PENNSYLVANIA,256,98,1
4211420,PENNSYLVANIA,163,87,0
4211450,PENNSYLVANIA,128,77,0
4211490,PENNSYLVANIA,180,92,1
4211520,PENNSYLVANIA,34,90,1
4211580,PENNSYLVANIA,602,51,0
4211610,PENNSYLVANIA,427,93,1
4211670,PENNSYLVANIA,462,96,1
4211700,PENNSYLVANIA,808,81,0
4211730,PENNSYLVANIA,197,92,1
4211760,PENNSYLVANIA,464,93,1
4211790,PENNSYLVANIA,591,92,1
4211820,PENNSYLVANIA,178,95,1
4211880,PENNSYLVANIA,213,87,0
4211940,PENNSYLVANIA,267,95,1
4212030,PENNSYLVANIA,213,93,1
4212090,PENNSYLVANIA,180,87,0
4212150,PENNSYLVANIA,209,93,1
4212170,PENNSYLVANIA,322,90,1
4212210,PENNSYLVANIA,101,92,1
4212300,PENNSYLVANIA,44,90,1
4212330,PENNSYLVANIA,106,72,0
4212390,PENNSYLVANIA,63,72,0
4212420,PENNSYLVANIA,95,92,1
4212480,PENNSYLVANIA,216,80,0
4212540,PENNSYLVANIA,131,87,0
4212570,PENNSYLVANIA,54,84.5,0
4212600,PENNSYLVANIA,240,92,1
4212630,PENNSYLVANIA,68,95,1
4212660,PENNSYLVANIA,71,87,0
4212690,PENNSYLVANIA,307,92,1
4212720,PENNSYLVANIA,93,92,1
4212725,PENNSYLVANIA,365,93,1
4212750,PENNSYLVANIA,192,87,0
4212840,PENNSYLVANIA,321,91,1
4212930,PENNSYLVANIA,126,87,0
4212990,PENNSYLVANIA,104,92,1
4213020,PENNSYLVANIA,166,87,0
4213050,PENNSYLVANIA,141,87,0
4213080,PENNSYLVANIA,96,95,1
4213110,PENNSYLVANIA,274,94,1
4213140,PENNSYLVANIA,745,69,0
4213290,PENNSYLVANIA,75,92,1
4213320,PENNSYLVANIA,269,85,0
4213380,PENNSYLVANIA,115,95,1
4213440,PENNSYLVANIA,254,66,0
4213470,PENNSYLVANIA,70,67,0
4213500,PENNSYLVANIA,187,92,1
4213590,PENNSYLVANIA,145,95,1
4213710,PENNSYLVANIA,159,95,1
4213770,PENNSYLVANIA,128,87,0
4213980,PENNSYLVANIA,176,87,0
4214100,PENNSYLVANIA,310,93,1
4214160,PENNSYLVANIA,548,96,1
4214190,PENNSYLVANIA,172,95,1
4214250,PENNSYLVANIA,440,99,1
4214310,PENNSYLVANIA,120,92,1
4214430,PENNSYLVANIA,82,77,0
4214460,PENNSYLVANIA,120,82,0
4214550,PENNSYLVANIA,243,86,0
4214580,PENNSYLVANIA,484,94,1
4214730,PENNSYLVANIA,125,92,1
4214760,PENNSYLVANIA,311,92,1
4214790,PENNSYLVANIA,219,97,1
4214850,PENNSYLVANIA,60,84.5,0
4214880,PENNSYLVANIA,165,92,1
4214940,PENNSYLVANIA,325,75,0
4215030,PENNSYLVANIA,286,84,0
4215120,PENNSYLVANIA,111,92,1
4215150,PENNSYLVANIA,65,92,1
4215170,PENNSYLVANIA,128,87,0
4215210,PENNSYLVANIA,158,87,0
4215240,PENNSYLVANIA,157,92,1
4215290,PENNSYLVANIA,423,88,0
4215330,PENNSYLVANIA,576,92,1
4215360,PENNSYLVANIA,75,82,0
4215450,PENNSYLVANIA,49,90,1
4215480,PENNSYLVANIA,170,82,0
4215510,PENNSYLVANIA,98,87,0
4215540,PENNSYLVANIA,107,92,1
4215600,PENNSYLVANIA,81,87,0
4215660,PENNSYLVANIA,59,90,1
4215720,PENNSYLVANIA,260,97,1
4215750,PENNSYLVANIA,149,95,1
4215810,PENNSYLVANIA,151,87,0
4215830,PENNSYLVANIA,301,93,1
4215900,PENNSYLVANIA,117,95,1
4215960,PENNSYLVANIA,77,87,0
4215990,PENNSYLVANIA,119,87,0
4216020,PENNSYLVANIA,116,87,0
4216050,PENNSYLVANIA,112,87,0
4216110,PENNSYLVANIA,433,98,1
4216170,PENNSYLVANIA,169,87,0
4216200,PENNSYLVANIA,310,92,1
4216230,PENNSYLVANIA,68,92,1
4216290,PENNSYLVANIA,185,82,0
4216380,PENNSYLVANIA,407,96,1
4216410,PENNSYLVANIA,772,89,0
4216440,PENNSYLVANIA,107,95,1
4216500,PENNSYLVANIA,342,81,0
4216530,PENNSYLVANIA,138,92,1
4216620,PENNSYLVANIA,244,78,0
4216740,PENNSYLVANIA,179,87,0
4216860,PENNSYLVANIA,122,92,1
4216890,PENNSYLVANIA,86,92,1
4216980,PENNSYLVANIA,486,79,0
4217010,PENNSYLVANIA,653,98,1
4217100,PENNSYLVANIA,125,87,0
4217130,PENNSYLVANIA,56,90,1
4217160,PENNSYLVANIA,162,87,0
4217220,PENNSYLVANIA,381,93,1
4217280,PENNSYLVANIA,982,95,1
4217310,PENNSYLVANIA,269,90,1
4217370,PENNSYLVANIA,436,92,1
4217430,PENNSYLVANIA,133,95,1
4217460,PENNSYLVANIA,60,90,1
4217520,PENNSYLVANIA,268,85,0
4217580,PENNSYLVANIA,84,95,1
4217610,PENNSYLVANIA,99,82,0
4217640,PENNSYLVANIA,211,86,0
4217670,PENNSYLVANIA,154,92,1
4217700,PENNSYLVANIA,46,90,1
4217730,PENNSYLVANIA,172,92,1
4217760,PENNSYLVANIA,249,92,1
4217770,PENNSYLVANIA,93,95,1
4217790,PENNSYLVANIA,94,77,0
4217850,PENNSYLVANIA,199,95,1
4217880,PENNSYLVANIA,150,82,0
4217940,PENNSYLVANIA,404,97,1
4218030,PENNSYLVANIA,240,83,0
4218090,PENNSYLVANIA,193,92,1
4218120,PENNSYLVANIA,84,95,1
4218150,PENNSYLVANIA,164,92,1
4218210,PENNSYLVANIA,38,84.5,0
4218240,PENNSYLVANIA,50,90,1
4218270,PENNSYLVANIA,361,98,1
4218300,PENNSYLVANIA,291,89,0
4218330,PENNSYLVANIA,164,92,1
4218360,PENNSYLVANIA,151,92,1
4218390,PENNSYLVANIA,222,93,1
4218450,PENNSYLVANIA,108,82,0
4218510,PENNSYLVANIA,757,94,1
4218570,PENNSYLVANIA,179,82,0
4218580,PENNSYLVANIA,289,96,1
4218590,PENNSYLVANIA,418,83,0
4218630,PENNSYLVANIA,460,95,1
4218660,PENNSYLVANIA,400,98,1
4218740,PENNSYLVANIA,259,92,1
4218750,PENNSYLVANIA,584,92,1
4218780,PENNSYLVANIA,54,90,1
4218810,PENNSYLVANIA,106,87,0
4218840,PENNSYLVANIA,789,94,1
4218900,PENNSYLVANIA,160,87,0
4218930,PENNSYLVANIA,464,84,0
4218960,PENNSYLVANIA,356,98,1
4218990,PENNSYLVANIA,13524,62,0
4219020,PENNSYLVANIA,155,87,0
4219050,PENNSYLVANIA,274,93,1
4219140,PENNSYLVANIA,161,77,0
4219170,PENNSYLVANIA,1952,73,0
4219200,PENNSYLVANIA,303,95,1
4219290,PENNSYLVANIA,539,85,0
4219350,PENNSYLVANIA,339,93,1
4219470,PENNSYLVANIA,398,98,1
4219500,PENNSYLVANIA,848,88,0
4219530,PENNSYLVANIA,92,95,1
4219560,PENNSYLVANIA,68,92,1
4219650,PENNSYLVANIA,318,90,1
4219680,PENNSYLVANIA,185,82,0
4219710,PENNSYLVANIA,293,89,0
4219800,PENNSYLVANIA,178,87,0
4219830,PENNSYLVANIA,70,82,0
4219860,PENNSYLVANIA,179,95,1
4219890,PENNSYLVANIA,375,94,1
4219920,PENNSYLVANIA,292,99,1
4220040,PENNSYLVANIA,1178,61,0
4220100,PENNSYLVANIA,437,88,0
4220130,PENNSYLVANIA,105,92,1
4220220,PENNSYLVANIA,106,95,1
4220250,PENNSYLVANIA,151,82,0
4220310,PENNSYLVANIA,102,92,1
4220370,PENNSYLVANIA,497,88,0
4220400,PENNSYLVANIA,260,91,1
4220430,PENNSYLVANIA,110,87,0
4220460,PENNSYLVANIA,88,67,0
4220520,PENNSYLVANIA,53,90,1
4220550,PENNSYLVANIA,351,92,1
4220580,PENNSYLVANIA,151,92,1
4220640,PENNSYLVANIA,180,92,1
4220730,PENNSYLVANIA,126,95,1
4220760,PENNSYLVANIA,31,90,1
4220850,PENNSYLVANIA,83,87,0
4220910,PENNSYLVANIA,101,92,1
4220970,PENNSYLVANIA,150,95,1
4221090,PENNSYLVANIA,765,75,0
4221120,PENNSYLVANIA,235,81,0
4221150,PENNSYLVANIA,165,92,1
4221180,PENNSYLVANIA,46,90,1
4221200,PENNSYLVANIA,485,95,1
4221240,PENNSYLVANIA,211,87,0
4221270,PENNSYLVANIA,34,90,1
4221330,PENNSYLVANIA,142,87,0
4221420,PENNSYLVANIA,105,92,1
4221490,PENNSYLVANIA,94,82,0
4221510,PENNSYLVANIA,90,95,1
4221540,PENNSYLVANIA,228,79,0
4221570,PENNSYLVANIA,304,90,1
4221660,PENNSYLVANIA,194,92,1
4221690,PENNSYLVANIA,67,87,0
4221810,PENNSYLVANIA,298,87,0
4221840,PENNSYLVANIA,166,92,1
4221870,PENNSYLVANIA,568,97,1
4221910,PENNSYLVANIA,147,87,0
4221930,PENNSYLVANIA,218,97,1
4222050,PENNSYLVANIA,174,92,1
4222060,PENNSYLVANIA,194,95,1
4222140,PENNSYLVANIA,99,87,0
4222170,PENNSYLVANIA,223,93,1
4222200,PENNSYLVANIA,49,90,1
4222230,PENNSYLVANIA,117,87,0
4222260,PENNSYLVANIA,94,95,1
4222290,PENNSYLVANIA,69,92,1
4222320,PENNSYLVANIA,99,87,0
4222350,PENNSYLVANIA,260,93,1
4222370,PENNSYLVANIA,141,87,0
4222380,PENNSYLVANIA,248,94,1
4222400,PENNSYLVANIA,295,75,0
4222410,PENNSYLVANIA,171,92,1
4222440,PENNSYLVANIA,551,94,1
4222470,PENNSYLVANIA,328,94,1
4222530,PENNSYLVANIA,141,92,1
4222560,PENNSYLVANIA,561,90,1
4222590,PENNSYLVANIA,279,93,1
4222600,PENNSYLVANIA,307,96,1
4222620,PENNSYLVANIA,162,95,1
4222740,PENNSYLVANIA,185,87,0
4222770,PENNSYLVANIA,588,93,1
4222790,PENNSYLVANIA,169,87,0
4222800,PENNSYLVANIA,82,92,1
4222830,PENNSYLVANIA,97,82,0
4222860,PENNSYLVANIA,524,87,0
4222920,PENNSYLVANIA,57,90,1
4222980,PENNSYLVANIA,71,87,0
4223010,PENNSYLVANIA,267,89,0
4223040,PENNSYLVANIA,143,92,1
4223220,PENNSYLVANIA,158,82,0
4223250,PENNSYLVANIA,124,92,1
4223490,PENNSYLVANIA,129,92,1
4223550,PENNSYLVANIA,156,87,0
4223640,PENNSYLVANIA,512,99,1
4223700,PENNSYLVANIA,61,92,1
4223760,PENNSYLVANIA,255,89,0
4223790,PENNSYLVANIA,140,82,0
4223820,PENNSYLVANIA,140,92,1
4223850,PENNSYLVANIA,232,93,1
4223880,PENNSYLVANIA,29,80,0
4223970,PENNSYLVANIA,81,87,0
4224000,PENNSYLVANIA,255,80,0
4224030,PENNSYLVANIA,159,87,0
4224060,PENNSYLVANIA,63,92,1
4224090,PENNSYLVANIA,83,87,0
4224120,PENNSYLVANIA,47,84.5,0
4224150,PENNSYLVANIA,262,74,0
4224210,PENNSYLVANIA,368,99,1
4224240,PENNSYLVANIA,92,95,1
4224300,PENNSYLVANIA,143,92,1
4224320,PENNSYLVANIA,896,87,0
4224360,PENNSYLVANIA,93,87,0
4224390,PENNSYLVANIA,369,98,1
4224480,PENNSYLVANIA,299,94,1
4224510,PENNSYLVANIA,242,97,1
4224540,PENNSYLVANIA,255,87,0
4224570,PENNSYLVANIA,370,99,1
4224630,PENNSYLVANIA,62,87,0
4224650,PENNSYLVANIA,199,87,0
4224750,PENNSYLVANIA,325,94,1
4224790,PENNSYLVANIA,322,96,1
4224820,PENNSYLVANIA,369,88,0
4224870,PENNSYLVANIA,137,82,0
4224960,PENNSYLVANIA,363,91,1
4224970,PENNSYLVANIA,265,97,1
4224990,PENNSYLVANIA,174,62,0
4225080,PENNSYLVANIA,123,95,1
4225110,PENNSYLVANIA,288,87,0
4225140,PENNSYLVANIA,49,90,1
4225170,PENNSYLVANIA,120,82,0
4225200,PENNSYLVANIA,243,92,1
4225230,PENNSYLVANIA,108,82,0
4225290,PENNSYLVANIA,1002,96,1
4225440,PENNSYLVANIA,77,77,0
4225590,PENNSYLVANIA,235,96,1
4225650,PENNSYLVANIA,66,95,1
4225680,PENNSYLVANIA,269,94,1
4225740,PENNSYLVANIA,210,91,1
4225830,PENNSYLVANIA,657,87,0
4225950,PENNSYLVANIA,356,90,1
4225980,PENNSYLVANIA,239,93,1
4226010,PENNSYLVANIA,180,92,1
4226040,PENNSYLVANIA,58,90,1
4226070,PENNSYLVANIA,154,92,1
4226130,PENNSYLVANIA,151,95,1
4226250,PENNSYLVANIA,369,95,1
4226300,PENNSYLVANIA,583,86,0
4226370,PENNSYLVANIA,86,62,0
4226390,PENNSYLVANIA,523,73,0
4226400,PENNSYLVANIA,69,92,1
4226430,PENNSYLVANIA,44,90,1
4226460,PENNSYLVANIA,432,85,0
4226520,PENNSYLVANIA,96,92,1
4226550,PENNSYLVANIA,155,92,1
4226580,PENNSYLVANIA,447,92,1
4226610,PENNSYLVANIA,100,95,1
4226700,PENNSYLVANIA,94,82,0
4226730,PENNSYLVANIA,204,93,1
4226760,PENNSYLVANIA,160,95,1
4226820,PENNSYLVANIA,287,71,0
4226850,PENNSYLVANIA,205,93,1
4400030,RHODE ISLAND,301,94,1
4400065,RHODE ISLAND,285,85,0
4400090,RHODE ISLAND,196,82,0
4400120,RHODE ISLAND,229,68,0
4400150,RHODE ISLAND,314,87,0
4400210,RHODE ISLAND,468,87,0
4400240,RHODE ISLAND,949,81,0
4400270,RHODE ISLAND,398,81,0
4400300,RHODE ISLAND,196,92,1
4400330,RHODE ISLAND,488,69,0
4400420,RHODE ISLAND,217,86,0
4400540,RHODE ISLAND,222,82,0
4400570,RHODE ISLAND,254,83,0
4400630,RHODE ISLAND,168,82,0
4400660,RHODE ISLAND,137,82,0
4400690,RHODE ISLAND,7,50,0
4400720,RHODE ISLAND,151,72,0
4400750,RHODE ISLAND,408,88,0
4400780,RHODE ISLAND,263,87,0
4400810,RHODE ISLAND,138,77,0
4400840,RHODE ISLAND,617,67,0
4400870,RHODE ISLAND,276,91,1
4400900,RHODE ISLAND,2094,65,0
4400960,RHODE ISLAND,115,92,1
4400990,RHODE ISLAND,206,94,1
4401020,RHODE ISLAND,287,80,0
4401050,RHODE ISLAND,163,82,0
4401110,RHODE ISLAND,848,79,0
4401140,RHODE ISLAND,280,70,0
4401170,RHODE ISLAND,248,87,0
4401200,RHODE ISLAND,456,65,0
4500002,SOUTH CAROLINA,172,72,0
4500012,SOUTH CAROLINA,54,84.5,0
4500690,SOUTH CAROLINA,220,77,0
4500720,SOUTH CAROLINA,1794,76,0
4500750,SOUTH CAROLINA,126,72,0
4500780,SOUTH CAROLINA,671,85,0
4500810,SOUTH CAROLINA,250,85,0
4500840,SOUTH CAROLINA,188,72,0
4500870,SOUTH CAROLINA,209,78,0
4500900,SOUTH CAROLINA,912,74,0
4500930,SOUTH CAROLINA,125,77,0
4500960,SOUTH CAROLINA,61,72,0
4501020,SOUTH CAROLINA,65,77,0
4501050,SOUTH CAROLINA,79,87,0
4501080,SOUTH CAROLINA,202,62,0
4501110,SOUTH CAROLINA,1397,75,0
4501170,SOUTH CAROLINA,2238,74,0
4501250,SOUTH CAROLINA,123,87,0
4501440,SOUTH CAROLINA,2657,75,0
4501500,SOUTH CAROLINA,673,80,0
4501530,SOUTH CAROLINA,418,71,0
4501560,SOUTH CAROLINA,589,78,0
4501740,SOUTH CAROLINA,65,87,0
4501770,SOUTH CAROLINA,193,77,0
4501800,SOUTH CAROLINA,102,82,0
4501830,SOUTH CAROLINA,392,76,0
4501860,SOUTH CAROLINA,630,93,1
4501920,SOUTH CAROLINA,365,60,0
4501950,SOUTH CAROLINA,103,77,0
4502010,SOUTH CAROLINA,1704,77,0
4502070,SOUTH CAROLINA,222,73,0
4502100,SOUTH CAROLINA,235,77,0
4502130,SOUTH CAROLINA,1199,80,0
4502160,SOUTH CAROLINA,70,82,0
4502190,SOUTH CAROLINA,167,87,0
4502220,SOUTH CAROLINA,70,67,0
4502250,SOUTH CAROLINA,109,82,0
4502280,SOUTH CAROLINA,685,86,0
4502310,SOUTH CAROLINA,5233,72,0
4502340,SOUTH CAROLINA,735,77,0
4502370,SOUTH CAROLINA,80,67,0
4502400,SOUTH CAROLINA,123,87,0
4502430,SOUTH CAROLINA,207,69,0
4502460,SOUTH CAROLINA,94,77,0
4502490,SOUTH CAROLINA,2812,77,0
4502520,SOUTH CAROLINA,279,65,0
4502550,SOUTH CAROLINA,767,79,0
4502580,SOUTH CAROLINA,873,80,0
4502610,SOUTH CAROLINA,383,72,0
4502640,SOUTH CAROLINA,245,70,0
4502670,SOUTH CAROLINA,167,77,0
4502700,SOUTH CAROLINA,1651,84,0
4502730,SOUTH CAROLINA,667,71,0
4502760,SOUTH CAROLINA,141,77,0
4502790,SOUTH CAROLINA,234,70,0
4502820,SOUTH CAROLINA,1351,87,0
4502850,SOUTH CAROLINA,210,75,0
4502880,SOUTH CAROLINA,192,62,0
4502970,SOUTH CAROLINA,318,65,0
4503000,SOUTH CAROLINA,83,77,0
4503030,SOUTH CAROLINA,418,74,0
4503060,SOUTH CAROLINA,730,81,0
4503150,SOUTH CAROLINA,221,77,0
4503180,SOUTH CAROLINA,292,77,0
4503210,SOUTH CAROLINA,487,74,0
4503330,SOUTH CAROLINA,1182,75,0
4503360,SOUTH CAROLINA,1697,68,0
4503390,SOUTH CAROLINA,1924,80,0
4503460,SOUTH CAROLINA,156,82,0
4503480,SOUTH CAROLINA,353,84,0
4503510,SOUTH CAROLINA,699,81,0
4503540,SOUTH CAROLINA,229,77,0
4503570,SOUTH CAROLINA,196,77,0
4503600,SOUTH CAROLINA,550,82,0
4503630,SOUTH CAROLINA,817,83,0
4503660,SOUTH CAROLINA,495,68,0
4503750,SOUTH CAROLINA,324,79,0
4503780,SOUTH CAROLINA,355,77,0
4503810,SOUTH CAROLINA,381,75,0
4503840,SOUTH CAROLINA,441,84,0
4503870,SOUTH CAROLINA,1299,77,0
4503900,SOUTH CAROLINA,759,93,1
4600002,SOUTH DAKOTA,79,95,1
4600003,SOUTH DAKOTA,25,80,0
4600025,SOUTH DAKOTA,23,80,0
4600028,SOUTH DAKOTA,33,84.5,0
4600036,SOUTH DAKOTA,35,90,1
4600041,SOUTH DAKOTA,44,90,1
4600042,SOUTH DAKOTA,24,80,0
4600045,SOUTH DAKOTA,54,90,1
4600046,SOUTH DAKOTA,17,80,0
4600052,SOUTH DAKOTA,64,82,0
4600053,SOUTH DAKOTA,84,82,0
4601026,SOUTH DAKOTA,35,90,1
4601027,SOUTH DAKOTA,7,50,0
4601028,SOUTH DAKOTA,14,50,0
4602070,SOUTH DAKOTA,296,84,0
4602640,SOUTH DAKOTA,28,80,0
4603720,SOUTH DAKOTA,27,80,0
4603780,SOUTH DAKOTA,18,80,0
4603932,SOUTH DAKOTA,15,50,0
4604270,SOUTH DAKOTA,25,80,0
4604680,SOUTH DAKOTA,33,90,1
4605610,SOUTH DAKOTA,117,87,0
4606240,SOUTH DAKOTA,60,54.5,0
4606360,SOUTH DAKOTA,49,90,1
4607050,SOUTH DAKOTA,8,50,0
4607400,SOUTH DAKOTA,49,84.5,0
4607670,SOUTH DAKOTA,10,50,0
4607800,SOUTH DAKOTA,13,50,0
4607950,SOUTH DAKOTA,227,96,1
4608520,SOUTH DAKOTA,177,92,1
4609300,SOUTH DAKOTA,19,69.5,0
4609512,SOUTH DAKOTA,15,50,0
4610320,SOUTH DAKOTA,24,80,0
4610560,SOUTH DAKOTA,62,82,0
4611280,SOUTH DAKOTA,23,80,0
4611760,SOUTH DAKOTA,20,80,0
4612000,SOUTH DAKOTA,60,84.5,0
4612300,SOUTH DAKOTA,85,57,0
4612940,SOUTH DAKOTA,31,90,1
4614100,SOUTH DAKOTA,21,80,0
4614130,SOUTH DAKOTA,18,80,0
4616230,SOUTH DAKOTA,15,50,0
4616950,SOUTH DAKOTA,59,84.5,0
4617850,SOUTH DAKOTA,24,80,0
4618120,SOUTH DAKOTA,82,92,1
4619170,SOUTH DAKOTA,6,50,0
4619410,SOUTH DAKOTA,154,92,1
4619450,SOUTH DAKOTA,14,50,0
4619580,SOUTH DAKOTA,13,50,0
4620100,SOUTH DAKOTA,78,72,0
4620850,SOUTH DAKOTA,11,50,0
4621340,SOUTH DAKOTA,62,92,1
4621390,SOUTH DAKOTA,24,80,0
4621400,SOUTH DAKOTA,17,80,0
4621420,SOUTH DAKOTA,20,80,0
4622410,SOUTH DAKOTA,19,80,0
4622500,SOUTH DAKOTA,16,80,0
4622560,SOUTH DAKOTA,19,80,0
4622940,SOUTH DAKOTA,22,80,0
4624030,SOUTH DAKOTA,21,80,0
4624390,SOUTH DAKOTA,32,84.5,0
4624540,SOUTH DAKOTA,17,80,0
4624850,SOUTH DAKOTA,36,90,1
4625500,SOUTH DAKOTA,22,80,0
4626370,SOUTH DAKOTA,44,90,1
4626490,SOUTH DAKOTA,20,80,0
4626970,SOUTH DAKOTA,15,50,0
4629340,SOUTH DAKOTA,15,50,0
4629880,SOUTH DAKOTA,39,90,1
4630490,SOUTH DAKOTA,28,80,0
4630800,SOUTH DAKOTA,45,90,1
4631350,SOUTH DAKOTA,106,92,1
4631710,SOUTH DAKOTA,100,87,0
4632340,SOUTH DAKOTA,16,69.5,0
4632430,SOUTH DAKOTA,7,50,0
4633360,SOUTH DAKOTA,46,90,1
4634440,SOUTH DAKOTA,14,50,0
4634480,SOUTH DAKOTA,74,87,0
4634600,SOUTH DAKOTA,10,50,0
4635400,SOUTH DAKOTA,4,NA,1
4635480,SOUTH DAKOTA,175,82,0
4636060,SOUTH DAKOTA,23,80,0
4636150,SOUTH DAKOTA,9,50,0
4636990,SOUTH DAKOTA,71,82,0
4638220,SOUTH DAKOTA,21,80,0
4639540,SOUTH DAKOTA,23,69.5,0
4639600,SOUTH DAKOTA,73,95,1
4639990,SOUTH DAKOTA,24,80,0
4640860,SOUTH DAKOTA,18,80,0
4641300,SOUTH DAKOTA,130,62,0
4641520,SOUTH DAKOTA,31,90,1
4641550,SOUTH DAKOTA,64,87,0
4641640,SOUTH DAKOTA,10,50,0
4644770,SOUTH DAKOTA,20,80,0
4644940,SOUTH DAKOTA,62,92,1
4645450,SOUTH DAKOTA,15,50,0
4646260,SOUTH DAKOTA,15,50,0
4646380,SOUTH DAKOTA,37,34.5,0
4647100,SOUTH DAKOTA,15,50,0
4647942,SOUTH DAKOTA,26,80,0
4648390,SOUTH DAKOTA,188,92,1
4648780,SOUTH DAKOTA,17,80,0
4649650,SOUTH DAKOTA,21,80,0
4650670,SOUTH DAKOTA,15,50,0
4650850,SOUTH DAKOTA,28,80,0
4651750,SOUTH DAKOTA,22,80,0
4652770,SOUTH DAKOTA,14,50,0
4654270,SOUTH DAKOTA,25,80,0
4654300,SOUTH DAKOTA,41,90,1
4655260,SOUTH DAKOTA,178,82,0
4655710,SOUTH DAKOTA,13,50,0
4659820,SOUTH DAKOTA,878,77,0
4660450,SOUTH DAKOTA,52,90,1
4663360,SOUTH DAKOTA,20,80,0
4664140,SOUTH DAKOTA,3,NA,1
4665180,SOUTH DAKOTA,24,80,0
4665460,SOUTH DAKOTA,90,NA,1
4666270,SOUTH DAKOTA,1669,79,0
4666300,SOUTH DAKOTA,46,90,1
4666930,SOUTH DAKOTA,138,87,0
4669540,SOUTH DAKOTA,7,50,0
4669930,SOUTH DAKOTA,152,82,0
4670140,SOUTH DAKOTA,8,50,0
4671880,SOUTH DAKOTA,21,80,0
4672090,SOUTH DAKOTA,136,42,0
4672450,SOUTH DAKOTA,13,50,0
4674370,SOUTH DAKOTA,91,87,0
4674520,SOUTH DAKOTA,21,80,0
4675420,SOUTH DAKOTA,44,84.5,0
4675600,SOUTH DAKOTA,16,69.5,0
4675660,SOUTH DAKOTA,18,80,0
4676020,SOUTH DAKOTA,19,80,0
4676620,SOUTH DAKOTA,285,87,0
4676680,SOUTH DAKOTA,12,50,0
4676740,SOUTH DAKOTA,24,80,0
4676990,SOUTH DAKOTA,40,90,1
4677460,SOUTH DAKOTA,13,50,0
4678300,SOUTH DAKOTA,33,84.5,0
4678510,SOUTH DAKOTA,18,80,0
4678570,SOUTH DAKOTA,23,49.5,0
4679350,SOUTH DAKOTA,16,80,0
4679710,SOUTH DAKOTA,58,74.5,0
4680100,SOUTH DAKOTA,22,69.5,0
4680190,SOUTH DAKOTA,11,50,0
4680430,SOUTH DAKOTA,191,95,1
4680437,SOUTH DAKOTA,21,80,0
4680438,SOUTH DAKOTA,34,90,1
4680439,SOUTH DAKOTA,32,90,1
4680440,SOUTH DAKOTA,19,80,0
4680441,SOUTH DAKOTA,60,90,1
4700001,TENNESSEE,711,87,0
4700060,TENNESSEE,139,95,1
4700090,TENNESSEE,531,93,1
4700180,TENNESSEE,578,92,1
